Id,daisy,dandelion,nasturtium,plumeria,purple_passionflower,rose,sunflower,tulip,violet,water_lily
1,0.066666666666666666,0.533333333333333326,0.133333333333333331,0.000000000000000000,0.000000000000000000,0.133333333333333331,0.066666666666666666,0.066666666666666666,0.000000000000000000,0.000000000000000000
2,0.133333333333333331,0.400000000000000022,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.200000000000000011,0.000000000000000000,0.133333333333333331,0.066666666666666666,0.066666666666666666
3,0.066666666666666666,0.533333333333333326,0.066666666666666666,0.000000000000000000,0.133333333333333331,0.133333333333333331,0.000000000000000000,0.000000000000000000,0.066666666666666666,0.000000000000000000
4,0.000000000000000000,0.533333333333333326,0.266666666666666663,0.000000000000000000,0.000000000000000000,0.133333333333333331,0.066666666666666666,0.000000000000000000,0.000000000000000000,0.000000000000000000
5,0.266666666666666663,0.200000000000000011,0.066666666666666666,0.000000000000000000,0.000000000000000000,0.266666666666666663,0.000000000000000000,0.200000000000000011,0.000000000000000000,0.000000000000000000
6,0.066666666666666666,0.533333333333333326,0.000000000000000000,0.000000000000000000,0.133333333333333331,0.133333333333333331,0.066666666666666666,0.066666666666666666,0.000000000000000000,0.000000000000000000
7,0.066666666666666666,0.466666666666666674,0.200000000000000011,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.133333333333333331,0.133333333333333331,0.000000000000000000,0.000000000000000000
8,0.133333333333333331,0.400000000000000022,0.000000000000000000,0.000000000000000000,0.066666666666666666,0.200000000000000011,0.200000000000000011,0.000000000000000000,0.000000000000000000,0.000000000000000000
9,0.133333333333333331,0.599999999999999978,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.066666666666666666,0.066666666666666666,0.133333333333333331,0.000000000000000000,0.000000000000000000
10,0.200000000000000011,0.733333333333333282,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.066666666666666666,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000
11,0.133333333333333331,0.533333333333333326,0.066666666666666666,0.000000000000000000,0.000000000000000000,0.133333333333333331,0.000000000000000000,0.133333333333333331,0.000000000000000000,0.000000000000000000
12,0.000000000000000000,0.666666666666666630,0.133333333333333331,0.000000000000000000,0.000000000000000000,0.133333333333333331,0.000000000000000000,0.066666666666666666,0.000000000000000000,0.000000000000000000
13,0.066666666666666666,0.333333333333333315,0.133333333333333331,0.066666666666666666,0.000000000000000000,0.133333333333333331,0.133333333333333331,0.133333333333333331,0.000000000000000000,0.000000000000000000
14,0.333333333333333315,0.133333333333333331,0.066666666666666666,0.000000000000000000,0.000000000000000000,0.266666666666666663,0.000000000000000000,0.200000000000000011,0.000000000000000000,0.000000000000000000
15,0.000000000000000000,0.400000000000000022,0.066666666666666666,0.000000000000000000,0.000000000000000000,0.200000000000000011,0.200000000000000011,0.133333333333333331,0.000000000000000000,0.000000000000000000
16,0.066666666666666666,0.533333333333333326,0.066666666666666666,0.000000000000000000,0.000000000000000000,0.133333333333333331,0.066666666666666666,0.133333333333333331,0.000000000000000000,0.000000000000000000
17,0.000000000000000000,0.400000000000000022,0.333333333333333315,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.133333333333333331,0.133333333333333331,0.000000000000000000,0.000000000000000000
18,0.200000000000000011,0.733333333333333282,0.000000000000000000,0.000000000000000000,0.066666666666666666,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000
19,0.066666666666666666,0.200000000000000011,0.066666666666666666,0.000000000000000000,0.000000000000000000,0.133333333333333331,0.133333333333333331,0.400000000000000022,0.000000000000000000,0.000000000000000000
20,0.066666666666666666,0.333333333333333315,0.133333333333333331,0.000000000000000000,0.000000000000000000,0.066666666666666666,0.133333333333333331,0.266666666666666663,0.000000000000000000,0.000000000000000000
21,0.066666666666666666,0.866666666666666696,0.000000000000000000,0.000000000000000000,0.066666666666666666,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000
22,0.333333333333333315,0.333333333333333315,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.066666666666666666,0.066666666666666666,0.200000000000000011,0.000000000000000000,0.000000000000000000
23,0.200000000000000011,0.266666666666666663,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.400000000000000022,0.000000000000000000,0.066666666666666666,0.000000000000000000,0.066666666666666666
24,0.066666666666666666,0.866666666666666696,0.000000000000000000,0.000000000000000000,0.066666666666666666,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000
25,0.200000000000000011,0.466666666666666674,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.133333333333333331,0.000000000000000000,0.000000000000000000,0.133333333333333331,0.066666666666666666
26,0.066666666666666666,0.266666666666666663,0.266666666666666663,0.000000000000000000,0.000000000000000000,0.133333333333333331,0.066666666666666666,0.200000000000000011,0.000000000000000000,0.000000000000000000
27,0.200000000000000011,0.666666666666666630,0.066666666666666666,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.000000000000000000,0.066666666666666666,0.000000000000000000,0.000000000000000000
28,0.000000000000000000,0.666666666666666630,0.133333333333333331,0.000000000000000000,0.000000000000000000,0.066666666666666666,0.000000000000000000,0.133333333333333331,0.000000000000000000,0.000000000000000000
